author,text,date,likes,polarity,rating,emotion,aspect
eza,umr jepang berapa pak,-,0,Negatif,5,Sarkas,UMR Jepang:Kegiatan
Andrya Lesmana,Maunya seperti Konoha,-,0,Negatif,1,Sarkas,Mentan:Blunder
Arindi,di samain sm jepang😂😂😂,-,0,Negatif,2,Sarkas,Jepang:Beda
trader,begini sekolah smpe gerbang,-,0,Negatif,2,Sarkas,Beras:Mahal
MLDI JR,beras 2 bulan sekali udah bermasalah...emng yang lapar hrus nunggu 2 bulan keburu mati...gak semua yg miskin bisa cari nafkah lowongan kerja aja susah,-,0,Negatif,1,Marah,Beras:Mahal
Risal Riski ramadhan,kok semakin hari sya mulai ragu dng mentan 😁,-,0,Negatif,2,Sarkas,Mentan:Blunder
ening🇵🇸🫂,"ya ko kira gaji kami berapa kok ko samakan sama jepang. ko enak 1 hari 3jt,lah kami 3jt per bulan..kadang pun kurang dari 3 jt",-,0,Negatif,1,Marah,Gaji:Kecil
Yk_pras29,kalau bandingkan jangan sama negara2 maju pakk ya jelas kalah jauh to,-,0,Negatif,5,Sarkas,Bandingkan:MentanBlunder
basamor89,eits beras nya buat palestine donk 😳😂,-,0,Positif,5,Senang,Beras:BisaDibandingkan
bbbellave,Hahhhhhhhhh,-,0,Negatif,1,Sarkas,Beras:Mahal
dey૮ ․ ․ ྀིა,"ITU JEPANG PAK BUSET ANJRIT. INI YANG GAJINYA UMR GA NYAMPE AJA, KADANG YANG 17K PERKG AJA MASI MPOT2AN. ASTAGFIRULLAH LAILLAHAILLAHLLAH YA ALLAH DENGARLAH DOA2 KAMI YANG TERDZALIMI OLEH PEMERINTAH SENDIRI BEJIR. GAUSAH KEBELET JD NEGARA MAJU ANJIR, LU AJA PINDAH KESANA ANJIR ANJIR LAH",-,0,Negatif,1,Marah,Mentan:Blunder
Inimey2,enak banget ngomongnya pak:),-,0,Positif,5,Senang,Pak:Enak
ham_ham1212,dah lah makan mie sukses aja😁,-,0,Positif,5,Senang,Mie:Sukses
eppelbee,"isi otaknya jangan kebanyakan mikirin ""gimana caranya meres rakyat"" mulu pakk, yailah!!",-,0,Negatif,1,Sarkas,Isi Otaknya:Menghakimi
Darah 0,"malu dong pak ,, kalah sama pejabat jepang yg tau diri .",-,0,Negatif,2,Sarkas,Mentan:Blunder
Heihoo93,catat nama2 Wakil DPR yg asal bunyi aja.. tanpa pikir rakyat.. besok demo lemparin itu daftar nama.. biar ga di pke LG,-,0,Negatif,2,Marah,Mentan:Blunder
tatikkticeer,dulu sekolah nya dimana si 😭😭😭,-,0,Negatif,2,Sarkas,Mentan:Blunder
4𝔱𝔞𝔣🇬🇧,okelah bole harga beras 500k tapi tolong umr kita jadi 25 juta,-,0,Negatif,1,Marah,UMR Indonesia:Kecil
kzxteo,"@gerindra @Gibran Rakabuming PUYA MENTRI KAYAK ANAK SD PEMIKIRANYA, KALAU GAK BISA KERJA YA GANTI AJA",-,0,Negatif,2,Marah,Mentan:Blunder
awalpangestu,"jangan di samain lah gajihnya aja beda jauh, cerdas dikit lah Mentri Prabowo enggak ada yg cerdas",-,0,Negatif,1,Sarkas,Mentan:Blunder
vallent99,jepang 100rb per kg tidak protes karna pejabatnya tidak kebanyakan korupsiiii😭,-,0,Negatif,1,Sarkas,Jepang:Mahal
Mora putra 02,😃😃😃,-,0,Negatif,2,Marah,Beras:Mahal
senja,GAJINYAAA ANJIR SAMAIN,-,0,Negatif,1,Sarkas,Mentan:Blunder
Fariz Eka Prasetya,maksudnya konsumen bisa menikmati petani harus sejahtera,-,0,Negatif,2,Marah,Mentan:Blunder
Mahdi_Antoine,terserah kepala Lo aja udah..,-,0,Negatif,5,Sarkas,Kepala Lo:Blunder
cubit ginjal 🥰 PARNA ⚡,"buset... disamain sama Jepang pak.. pak ngelawak! coba deh trima gaji 1 jt sebulan,trus beli noh yg jual beras sekilo seratus awokawok",-,0,Negatif,5,Marah,Mentan:Blunder
Se༘⋆✿,"kenapa yang selau dibandingakn itu harga, kenapa ga dibandingkan gajinyaa",-,0,Negatif,2,Sarkas,Harga:Beda
jevv,"jepang 100 ribu per kg jugaa, pemerintah nya ga omon omon doang",-,0,Negatif,1,Marah,Pemerintah:Blunder
Rujak Rujak,kwalitas beras jepang sama kwalitas beras indo beda y om.. buka mata om lebar lebar. mau samakan kyk jepang. . koreksi aja dlu dari pejabat dan presiden yo.. 😂😂😂,-,0,Negatif,2,Sarkas,Beras:Mahal
Dst58store,inilah gara gara banyak cakap tp isinya kosong.,-,0,Negatif,1,Sarkas,Mentan:Blunder
TIKA-STIFIN-MEDINAH,jepang gajih UMR gede rakyat sejahtera lucu di Indonesia yg naik pajak dan kebutuhan sehari2 masih banyak rakyat miskin 😂,-,0,Negatif,1,Marah,UMR:Beda
Gutday,sekolah yg bener makanya 😆,-,0,Negatif,2,Sarkas,Mentan:Blunder
apriannzrl65,yeee ngacoo,-,0,Netral,3,Netral,Komentar:yeee ngacoo
ziie_ziie,lah jgn samain SMA jepang lah pak...,-,0,Negatif,2,Sarkas,Mentan:Blunder
Orang Biasa,yg ngmong pengetahuan nya kurang😂😂,-,0,Negatif,5,Sarkas,Pengetahuan:Beda
dandelions____80%,kok bisa jadi dpr sekolah apa seeee,-,0,Negatif,2,Sarkas,Mentan:Blunder
Puteri,Gaji karyawan harus sm dg Jepang pak😁,-,0,Positif,5,Senang,Gaji:Wajar
Amy kakak,"kalo 1 kg 1000rbu mati kami pak,sekarang aj kami cari beras yg harga 12Rb per kg😭,kalo mau bunuh rakyat kecil bilang aja",-,0,Negatif,1,Marah,Mentan:Blunder
ACIL*GUMUSH🙉🙈🙊,pak penghasilan jepang sama indo beda,-,0,Negatif,2,Sarkas,Penghasilan:Bedanya
💥 Bang Dex 69•💥,semenjak menjabat kok Mentri Mentrinua pada buat kebijakan yg eror semua 😂😂ngawurrrr,-,0,Negatif,1,Sarkas,Mentan:Blunder
SENTIAKI,ruwet.besok ready pati utara,-,0,Negatif,2,Sarkas,Mentan:Blunder
AtaCynk,"bgini nee yg tdk mngerti penderita rakyat Indonesia 😩😩 jgn bnding2 dg yg Laen , pendapat GK sma 😩 rakyat d Sruh kerja keras , Klian cm mnikmati !!!",-,0,Negatif,2,Marah,Mentan:BedaHarga
Initial R,"umr kota besar kisaran 4-5jt nyatanya cuma segelintir perusahaan, rata2nya kisaran 2jutaan . kalo harga beras di konoha 100rb perkilo pak, gaji sebulan abis buat makan nasi doang sekeluarga sisanya buat lauk garem ama bayar gaji dpr yg 3juta/hari",-,0,Negatif,1,Marah,Harga Beras:Mahal
ZuL,ini gmn konsepnya bisa bandingin ga,-,0,Negatif,1,Sarkas,Konsep:Beda
Chizuru Mizuhara🇯🇵,MINIMAL NAIKIN UMR PEKERJA KECIL BARU NAIKIN BAHAN PANGAN.. PAOK PAOK,-,0,Negatif,5,Marah,UMR Indonesia:Bahaya
TIAN GOJIER99,"mata uang sudah beda, mau di samain kocak ente?",-,0,Negatif,2,Sarkas,Mata Uang:Beda
Heni rusiyani,mentri ky gni d pke duh..😭,-,0,Negatif,1,Sarkas,Mentan:Blunder
OotdByy✨️,beda gajih pak,-,0,Negatif,1,Sarkas,Beda Gajih Pak:Mentan Blunder
Méiyǒu 🍄,Pemerintahan isinya orang eror ama konslet semua 🤭,-,0,Negatif,2,Sarkas,Pemerintahan:IsinyaOrangErorAmaKonsletSemua
cLaaaaa,uang bya buat nutup gaji dpr,-,0,Negatif,5,Sarkas,Gaji:Kecil
Big89 Official,Kurs bro kurs bro,-,0,Netral,3,Sarkas,Kurs bro Kurs bro:Mengganggu
nahkan_,"ya masalahnya disini DPR tunjangan beras sebulan aja 12 jetong bapakkkkkkkkk, lah Jepanggggg kagakkkk segitunya",-,0,Negatif,1,Marah,DPR:Bung
MJ 2123,"jgn di caci kawan,,dia lgi mabok tuak tuhh😁",-,0,Positif,5,Senang,Jepang:Keren
Hendy Gesit Winasis,umr jepang berapa pak..?? trus umr konoha berapa..?? jangan bandingin sama jepang lah.. bandingin sama negara asean aja yg umr sama atau hampir sama..,-,0,Negatif,2,Sarkas,Bandingan:Malah
𝖆𝖗𝖎𝖊𝖋 𝖘𝖚𝖌𝖆𝖜𝖆🇹🇭,"Dewan jepang kerja ada hasil,dewan indo isi otak hanya KORUPSI",-,0,Negatif,1,Marah,"Dewan Jepang:Positif, Dewan Indo:KORUPSI"
Rooster KAF Probolinggo,jepang beda didikan😔,-,0,Positif,5,Senang,Jepang:DapatDiBandingkan
Joko suseno,beras di jepang jarang yg tanam,-,0,Positif,5,Senang,Beras:DapatDibandingkan
Kameluna,Lawak trus tiap pejabat ngomong,-,0,Negatif,1,Sarkas,Pegawai:Ngomong
Cemonx,ibarat gaji dpr dibandingkan sama rakyat jelata om. pleaseee dehh,-,0,Negatif,1,Marah,Gaji:Kecil
bidadari,boleh naik harga besar asal pajak ga ada trus UMR 100 JT perbulan,-,0,Negatif,2,Marah,Pajak:Problematik
Beginfluencer,orang ini sekolah gak sih dulunya dari presentasi income-nya aja Uda beda jauh🙃,-,0,Negatif,1,Sarkas,Mentan:Blunder
shakila,wong opo maneh iki dadi menteri🥺🥺,-,0,Negatif,2,Sarkas,Mentan:Blunder
Ayu,Pakk diem aja mnding,-,0,Negatif,2,Sarkas,Mentan:Blunder
Heri Setyawan,mungkin ini orang kepilih hasil lotre/kocok an mungkin nya 😌,-,0,Negatif,2,Sarkas,Mentan:Blunder
Bandha store,kocak ah ngomongnya 😂,-,0,Netral,3,Kocak,Ngomongnya:Bahasa
★PBYSKY★,kaga ngerti lagi gua 🗿,-,0,Negatif,2,Sarkas,Mentan:Blunder
fia.,hadeh,-,0,Negatif,1,Marah,Mentan:Blunder
beadsbybell,"kita gpp pak sekilo 100rb, tp pastiin pemasukan rakyatnya juga diatas rata2. catet, diatas rata2 semua ya semua",-,0,Positif,4,Senang,Pemasukan Rakyat:Baik
Hesti vinsha,Pak jepang pak rakyatnya makmur makmur pak kok dibandingkannya dengan jepang 🥺,-,0,Positif,5,Senang,Jepang:DapatDiBandingkan
vie... ajah,"pakkkkkk jepang mata uang nya 10x lipat,anda Gimn si pak,kok bisa duduk di dpr",-,0,Negatif,5,Sarkas,Mentan:Blunder
ranyabag,jepang ga korupsi,-,0,Positif,5,Senang,Jepang:Good
3putra,ya tuhan,-,0,Negatif,2,Sarkas,Beras:Mahal
mantanmu,sakali 2 tangkorak dia kuli ngagebot karak dia mikir,-,0,Negatif,1,Sarkas,Mentan:Blunder
D,"coba kamu rasain gaji ump , terus beras 100ribu per kg",-,0,Negatif,2,Sarkas,Gaji:Beda
Dekota,Kenapa isinya org goblog semua,-,0,Negatif,1,Sarkas,Isi:Blunder
𝐁𝐫𝐫𝐞𝐞𝐲⚡︎,studi banding langsung dengan jepang njerr 😭 bapak saha ni?,-,0,Negatif,2,Sarkas,Mentan:Blunder
VI MAULANA,gajinya samakan coba,-,0,Negatif,2,Sarkas,Gaji:Kecil
jebak in the sky,jepang nganggur di kasih uang pakkkk 🙈😂,-,0,Positif,5,Senang,Jepang:Keren
mawar hitam,otaknya lgi goyang goyang itu menghasilkan apalagi yg bsa mngisi kantong pribadi,-,0,Negatif,1,Sarkas,Otaknya:Blunder
IBLIS👹KERINDUAN👹,"Mau kaya jepang,lantas dari petani begituh murah dibeli",-,0,Negatif,2,Sarkas,Mentan:BedaHarga
kegawa,apa kita harus di atas jepang😂,-,0,Negatif,2,Sarkas,Mentan:Blunder
elliekasim_88♓,anjir lu tau GK.gaji di jepang tu brp.,-,0,Negatif,5,Sarkas,Gaji:Kecil
sok penak sok ora,ora urusan ro jepang..urus begoro wr ra godak juweh o ae pak,-,0,Negatif,2,Sarkas,Jepang:Beda
Ibhek Bhek,iyo jepang 100 rbu per kg..berapa rong gaji na di sna,-,0,Negatif,2,Marah,Beras:Mahal
San II,ga jadi masalh mau 500 rb per liter juga 😂,-,0,Negatif,2,Sarkas,Beras:Mahal
Amanda^,gaji nya kocak anjir di samain Indonesia sama jepang😂😂😂,-,0,Negatif,2,Sarkas,Gaji:Kecil
Budi dj,gaji mereka 200 juta sebulan pak,-,0,Negatif,2,Sarkas,Gaji:Kecil
ndra12,harga pakan nya brapa gaji di indo brapa,-,0,Negatif,2,Sarkas,Gaji:Beda
xytwq.era,Lulusan sd jdi dpr mah ya ini jdi nya,-,0,Negatif,2,Sarkas,Mentan:Blunder
Guseng,hmmm padakke Jepang ki piye kang...,-,0,Negatif,5,Sarkas,Jepang:Kang
AA JAWA,ws karepmu mumet ndasku 😀,-,0,Negatif,2,Sarkas,Mentan:Sarkas
baeblue🌧️🌨️🌦️,"harga beras naik tapi keuntungannya ga sampai di petani. petani tetep aja sengsara. emg kalo merubah itu bukan soal harga, tp sistem kalian!!, sistem kalian yg seharusnya membersamai peran petani beras di Indo. bukan krna stok beras bulog ga cukup malah impor!!. @Gibran Rakabuming @gerindra",-,0,Negatif,5,Marah,Sistem:Kesalahan
"05,10",lah goublokkk pakk²,-,0,Negatif,1,Sarkas,Beras:Mahal
angin koncang,jepang negara maju...indo negara apa rupanya...negara mundur negara ini,-,0,Negatif,1,Marah,Mentan:Blunder
Cap losok official.,warga jepang kaya kaya bos,-,0,Positif,5,Senang,Warga Jepang:Kaya
Ires idr,"riset dulu pak ,jepang upah gajih minimum berapa ?",-,0,Netral,3,Kaget,Riset:Beda
alilham doanks,hadeh jepang ijazah SD GAJINYA 35 SAMAPI 45 JUTA OOO.........NNNN,-,0,Negatif,5,Sarkas,Jepang:Konyol
Dodi kurniawan,"Dungu"" amat yg duduk stu",-,0,Negatif,2,Sarkas,Mentan:Dungu
rafael aldo,HEEEH KALO MAU BANDINGIN APEL TO APEL .DODOL TO DODOL .AARGGH SHIBALL,-,0,Negatif,1,Sarkas,Bandingkan:ApeLToApeL
Sayyidatu Maryam,jangan disamakan pak jepang kesehatan pendidikan terjamin,-,0,Negatif,2,Sarkas,Pak Jepang:Beda
♋Cancer♋,menteri ga da otak yah bgtu🤔mau samain sama Jepang yg negara maju,-,0,Negatif,1,Sarkas,Mentan:Blunder
Kania Rinjani,jepang gajinya brpa sbulan pak.bsa smpai 20 jt.ini indonesia.umr aj brpa.jngan bandingin ama jepang pak.😳,-,0,Negatif,1,Marah,Jepang:BedaUMR
SHANUM STORES,semua pejabat negara ini kok dongo² semua ya... yaa maklum dulu mau masuk jadi pejabat karna ordal... bukan otakk,-,0,Negatif,1,Sarkas,Pejabat:Blunder
suramisurami83,yo ben 100,-,0,Negatif,2,Sarkas,Beras:Mahal
⚠️,jepang pendapatan per kapita berapa? lagian jepang negara industri pak bkn negara agraria sodara saya kerja di jepang makan nasi seminggu sekali pak krn mahal beras,-,0,Negatif,2,Sarkas,Jepang:Beda
ari rizki,Umr nya taikin dulu tolol minimal 10 juta per bulan rakyat gaakn demo mau naik harga juga,-,0,Negatif,1,Marah,UMR:Mahal
yennsyahraa,gaji kita aja sama mereka kalah jauh pak hadehh,-,0,Negatif,2,Marah,Gaji:Kecil
hakimkim,"klo beras kita naik 100rb/kg, di dpr kesenengen. tunjangan beras makin gede ajee😏",-,0,Positif,5,Senang,Beras:Makin Gede
🐣🐣,"Saru persatu terkuak, para anggota DPR, MENTERI, banyak yg otaknya pada kosong.",-,0,Negatif,1,Sarkas,Menteri:Bodoh
nadyaayu220,"inflasi mata uang kt berbeda bapaaaakk, yen berapa rupiah? perbaiki dulu inflasi rupiah, dgn solusi apa? bkn ujuk"" semua hrga naik boss tp gaji stuck",-,0,Negatif,1,Marah,Inflasi:Beda
Miss Lisa,"Beda lah pak bapak beras,rumah,air dan listrik sampai transfortasi ditanggung negara,gmn KL gaji bapak2 dan ibu2 DPR sesuai UMR biar bapak merasakan apa yg km rasakan.",-,0,Negatif,5,Marah,Gaji:Kecil
alifia,"heh pak kalau gajiku 3jt/perhari kayak kamu Yo tak bayar beras 100k iku bisa"" sawah e juga tak beli",-,0,Negatif,5,Sarkas,Gaji:Banyak; Beras:Mahal
dulz,woy Jepang 100k/kg gajinya juga 20juta+ lah indo 3juta rata rata,-,0,Negatif,2,Sarkas,Gaji:Beda
Denisibaranii,kok bisa orang yang pemikirannya kek gini malah jadi dpr,-,0,Negatif,1,Sarkas,Pemikiran:Mengkhawatirkan
cutie 🦋,gimn sihhhhhh 😡😡,-,0,Negatif,1,Sarkas,Mentan:Blunder
adimuttaqin,mikir pora wong iki umr e bedo adoh jo jo,-,0,Negatif,2,Sarkas,UMR:Mahal
Dika Wong,Samakan dengan Jepang? Kalau ada yang korupsi juga sama kan dengan Jepang? boleh?,-,0,Negatif,1,Marah,Mentan:Blunder
👑sultan donat🍩,Jepang pemerintah nya tdk mencekik pajak Indonesia mencekik pajak. Jepang kkn di hukum berat di Indonesia kkn hukuman nya ringan,-,0,Negatif,1,Marah,Pemerintahan:KurangBijak
⠀ ⠀ ⠀᠌ᅠᅠᅠ᠌⠀᠌ᅠ,bnykk mw😹,-,0,Negatif,2,Sarkas,Beras:Mahal
pasir balap,brarti semua mentri sama,-,0,Negatif,1,Sarkas,Mentri:Sama
127,"Jepang yg nganggur aja di gajih bapak,, dia negara maju,, kita negara bobrok😂",-,0,Negatif,5,Sarkas,Jepang:Nganggur
Ninic Usyan,"jepang negara maju, indo negara siksa nerakaa",-,0,Negatif,5,Marah,Jepang:Kritik
CIRENG BUNDA Kekinian,"woiii bapak yang terhormat , orang jepang itu gajinya gede gede , lah kita ,umr aja sgtu ,mau apa2 mahal ,gila ya",-,0,Negatif,1,Marah,Beras:Mahal
@mohammadrizki,"jangan bandingkan negara maju negara negara kita yg isi gedung parlemennya tikus berdasi semua pak,Japan rakyatnya semua sejahtera karna negaranya betul betul peduli dngn kemakmuran kesejahteraan rakyatnya,sedangkan negara kita wakil rakyatnya hanya memikirkan kekayaan untuk dirinya sendiri",-,0,Negatif,1,Marah,Mentan:BedaDenganJepang
raymond.welva,lapangann kerja aja kurangg pakkkk!!!!,-,0,Negatif,1,Sarkas,Kerja:Beda
zeafazeela shop,itu yg ngomong petaninya ya maaf🙏,-,0,Negatif,2,Sarkas,Mentan:Blunder
Lampu Mlam,😹,-,0,Negatif,1,Marah,Mentan:Blunder
Mega,GAJINYA BERAPA PAKKKKK 😇😇,-,0,Negatif,2,Sarkas,Gaji:Kecil
Windi,gak papa harga beras kaya di jepang yang penting umr dan upah lain nya sama kya di jepang ..paham gak pak.,-,0,Negatif,2,Sarkas,Beras:Mahal
mujur pro,jangan disamakan gajimu pak😂😂😂😂,-,0,Positif,5,Senang,Gaji:Kecil
Amih Nananaw,Ga ada isinya tuh otakk,-,0,Negatif,2,Sarkas,Beras:Mahal
LEE HOKi,gaji 2jt kerja 12 jam mau di samain jepan bab,-,0,Negatif,2,Marah,Beras:Mahal
mbamba.chanoi,menyala Bu titik,-,0,Negatif,1,Marah,Mentan:Blunder
princesscharming,jepang gajinya beda anjjjjjjjjjjjjjjjjjj,-,0,Negatif,2,Sarkas,Gaji:Kecil
abuu,DRP TATAIYAN,-,0,Negatif,1,Marah,Mentan:Blunder
Plat N,"Jepang gaji perbulan brpa pak Mentan.? Konoha gaji perbulan brp.? jgn hanya membandingkan harga"" saja. klo konoha gaji perbulan 20jt, its oke lah",-,0,Negatif,2,Sarkas,Jepang:Kecil
Dumpnessipit,NGOMONG GT KARENA GAJIH LU GEDEE KOCAK. INTERPOLASI DONGG ANTARA JEPANG DAN INDO DARI PENGHASILAN SAMA BERAS 🥹,-,0,Negatif,5,Sarkas,Interpolasi:Dongg
Aksa Raja iblis tirani,"maslah nya income kita gk sebesar jepang kocak, klo umr kita 10jt perbulan bisa lu ngomong begitu",-,0,Negatif,2,Marah,UMR Indonesia:BedaDenganJepang
Biyaᥫ᭡,pada dimana sih otak nya?,-,0,Negatif,5,Sarkas,Otak:MentanBlunder
Ai🥀🦂,"indonesia bnyak pengangguran bnyak org gila jlan"" di jaln",-,0,Negatif,1,Marah,Mentan:Blunder
twindasigma 🍉,"gpp pak, UMRnya samain kaya Jepang ya. hayo, ga boleh curang, Oke sip",-,0,Positif,5,Senang,UMR:Bersama
TREEH NOVA,oe Pi tingal di jepang kau,-,0,Negatif,2,Sarkas,Beras:Mahal
tati,gaji naikan la 🤣🤣,-,0,Positif,5,Senang,Gaji:Naikan
dokobid,pak gaji DPR Swedia rendah kok DPR Indonesia gak ikut,-,0,Negatif,2,Sarkas,Gaji:DapatDibandingkan
hayput!,umr e lho bedo goblokkk😭😭,-,0,Negatif,1,Sarkas,UMR Indonesia:BedaDenganJepang
ev,yang ngomong aja bingung gitu anjaayyyyy segala ngomong😭,-,0,Negatif,2,Sarkas,Mentan:Bingung
マイケルMic,gaji di jepang lebih tinggi dari membeli sembako,-,0,Positif,5,Senang,Gaji:Banyak
HaM09🚀🫀,jepang UMR e gede pak 🥀,-,0,Negatif,2,Marah,Jepang:Beda
Misbah Photograph,otak kau pak Konoha kau bandingkan dengan japan😂😂😂kau lihat gaji japan kau lihat gaji Konoha berapa,-,0,Negatif,5,Sarkas,Gaji:Kecil
jedug jedug,kau samakan semua la semua oalah mentri apala kau...,-,0,Negatif,2,Sarkas,Mentan:Blunder
Ulfa,Pak udh pak,-,0,Negatif,2,Sarkas,Mentan:Blunder
Noer rosadi,jepang jngn coba coba di sandingkan dngan indonseia....woooiiiii...KLO mau kaya jepang coba rubah sistem nya jngn maen naik gaji melulu blom tunjangan'yg lain nya...sejahterakan dulu rakyat nya...jngn memperkaya diri....ingat gaji kalian dari hasil keringat kami sbgai rakyatnya,-,0,Negatif,5,Marah,Mentan:Blunder
ahmaddni,aku aja ya jadi dpr... kn ku janjikn masarakat tidak miskin lagi pajak saya hapus... beras gratis bbm gratis...semua.nya gratis😁😁😁,-,0,Positif,5,Senang,Beras:Gratis
Misskimtaehyung_,Dongo bgini ko bisa jadi menteri😌,-,0,Negatif,2,Sarkas,Mentan:Blunder
Nuy⊹♡˙,bloon bgt ih sebel,-,0,Negatif,2,Sarkas,Beras:Mahal
Kejo Hanet @365,"klo di jatah 12 juta per bulan kmi rakyat GK bkaln Protes pk mskipun beras perkilonya 50rbu,",-,0,Negatif,1,Marah,Beras:Mahal
rii,beda atuh indonesia jeng jepang teh ges puguh di jepang ekonomi nage alus kehed,-,0,Negatif,1,Sarkas,Jepang:BedaEconomy
"BEI MARTA, M.H",muncung Bebek nih orang. serba naik gaji gak msk akal,-,0,Negatif,1,Sarkas,Mentan:Blunder
Gondes ndes,Otak kosong 😭 bisa gaji kayak jepang gak ?,-,0,Negatif,5,Sarkas,Otak:Kosong
ayah juna,ojo di bandingke kang,-,0,Negatif,2,Sarkas,Beras:Mahal
aj,gunanya mereka apa tolong jawab,-,0,Negatif,1,Marah,Mentan:Blunder
gung indra,semua pd pinter ks solusi,-,0,Negatif,1,Marah,Mentan:Blunder
susaniwed25,UMR samain dong sama jepang 💀,-,0,Negatif,2,Marah,UMR:Beda
Velgrynd🇮🇩,"Mending kalo penghasilan masyarakat merata, banyangin yang gajinya sehari di bawah 100/hari",-,0,Negatif,2,Marah,Penghasilan masyarakat:Kecil
Usserr26578578,LAILLAHAILLAH,-,0,Negatif,2,Marah,Beras:Mahal
ʎxǝן,Ya jangan betul2 tolol Imran,-,0,Negatif,2,Sarkas,Mentan:Blunder
Mutiara Silsilan Latien,Dy lulusan apa ya ada yg bs jawab??,-,0,Negatif,1,Sarkas,Mentan:Blunder
IKA🔥,"kita mah indonesia pa bukan jepang, umr aja pas2an masa beras mau dinaikin!!! dah aing makan pupuk aja deh pusing makan nasi doang jga",-,0,Negatif,5,Marah,Mentan:BedaDenganJepang
apoet,😅😂😁 lucu,-,0,Netral,3,Sarkas,Komentar:lucu
saminenim,jepang ama indo beda oyyy,-,0,Negatif,2,Sarkas,Jepang:Beda
mishadi0,koplak,-,0,Negatif,1,Sarkas,Harga:Beras:Mahal
amelican0o0_,"gosah jepang jepang deh ah, gaji aja beda JAUHHHHHHHHH😌",-,0,Negatif,5,Sarkas,Jepang:Mahal
appdall,serius ni disamain sama jepang? kira2 dia sekolah ga si?,-,0,Negatif,1,Sarkas,Mentan:Blunder
Dua Kosong,setidaknya kalo mau bicara mau ngomong mau bac** itu pikir dulu lahh woyy...Dari dulu DPR tuh kocak lawak konyol,-,0,Negatif,1,Sarkas,DPR:Konyol
Daffa F,@Jerome Polin kasih tau jer,-,0,Netral,3,Netral,Komentar:Informasi
Wahyu hidayat,"tolol,,, mata uang nya aja udah beda,",-,0,Negatif,2,Sarkas,Aspek:MataUangTidakSetara
Sam,Jepang gajih paling kecil 17jt itu pun karyawan masih magang pak😭,-,0,Negatif,2,Sarkas,Jepang:Kecil
alamsyah,@DEGLEK TATTOO AMPARAN,-,0,Negatif,2,Marah,Mentan:Blunder
Plat A,"Jepang harga beras 100 ribu bagi dia tidak masalah karena gajih penghasilan perbulan nya juga besar lah negara kita gajih segitu belum akhir bulan juga udah abis walaupun di irit-irit juga, kocak lah pokoknya 😂😂😂",-,0,Positif,5,Senang,Gaji:Besar
Yohanes10,nguli di desa aja perempuan cuma 25 ribu pak mau beli beras harga 100 ribu per kg wallah negara repott ini,-,0,Negatif,2,Marah,Beras:Mahal
ZERO,kocak di samain sama Jepang,-,0,Negatif,1,Sarkas,Mentan:Blunder
Yulia Rahmaa W,orang goblk jadi dpr ya allh,-,0,Negatif,1,Sarkas,Mentan:Blunder
D Aul F Siregar,Hahahaha,-,0,Negatif,2,Sarkas,Beras:Mahal
safrezi_,peeaaakkkkkk disamain sma jepang negara maju,-,0,Negatif,1,Marah,Mentan:Blunder
Ayu S,Blooon,-,0,Negatif,1,Marah,Mentan:Blunder
AnaArlina78,ini editan,-,0,Negatif,1,Marah,Mentan:Blunder
Dunggg🫟,gaji 3 JT lebih dikit berperang dengan beras 1kg 100rb🗿,-,0,Negatif,5,Marah,Gaji:BedaDenganBeras
Rihat Hotman Galingging,Jgn samakan negara Jepang dgn kita broooo. Memang negara jepang semua makanan harganya mahal dari dulu.,-,0,Negatif,5,Marah,Jepang:Beda
CEPAY STORE06,"lu duduk,tidur dpt duit lah kita duduk,tidur cuma dpt hikmah",-,0,Positif,5,Senang,Lu:DudukTidurDptHikmah
barangmantanpribadi,gimana sih logikanyaa tu orang klo ngomong yaa,-,0,Negatif,1,Sarkas,Logika:Miskin
monol,mentri ini otak nya gimana ya,-,0,Negatif,2,Sarkas,Mentan:Blunder
Sultan,bodoh kali menteri pertanian sekarang🤣🤣🤣,-,0,Negatif,1,Sarkas,Mentan:Bodoh
CEPAY STORE06,"kalo rakyatnya gk miskin ya gapapa, termasuk gw miskin duit dari mana",-,0,Negatif,1,Sarkas,Rakyat:Kritik
storyCMP,Gajih Jepang kan beda sm Indo pak !!!,-,0,Negatif,2,Sarkas,Jepang:Beda
luv4geonwoo,rakyat salah mulu yee,-,0,Negatif,2,Marah,Mentan:Blunder
liantobowo,"jangan dibanding bandingkan dengan negara lain pak, liat dulu negara sendiri pak banyak angka pengganguran gara gara yg dibuat peraturan oleh pemerintah",-,0,Negatif,2,Marah,Beras:Mahal
